paper_label,paper_estimate_id,url,journal,publication_year,field,context,empirical_strategy,outcome,outcome_type,outcome_subgroup,control_outcome,independent_variable,temporal_scale,sample_size,increase_independent_variable,independent_variable_dummy,is_standardized,log_outcome,mean_outcome,sd_outcome,mean_independant_variable,sd_independent_variable,estimate,standard_error,first_stage_statistic,source_summary_stats,source_results,remarks,open_data
schlenker et al. (2016),415,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for asthma - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,169.5,252.9753,20.5,9.7,0.1,0.2,NA,tables a2 and a3,table 3 - column 1,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),416,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for acute respiratory diagnoses - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,490.5,482.838,20.5,9.7,1.2,0.6,NA,tables a2 and a3,table 3 - column 2,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),417,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for all respiratory diagnoses - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,691,591.14,20.5,9.7,2.5,0.8,NA,tables a2 and a3,table 3 - column 3,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),418,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for all heart diagnoses - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,448,453.562,20.5,9.7,0.9,0.3,NA,tables a2 and a3,table 3 - column 4,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),419,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for stroke - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,86,177.9396,20.5,9.7,0.1,0.1,NA,tables a2 and a3,table 3 - column 5,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),420,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for bone fractures - all ages,morbidity,all,1,no2,daily,179580,1 ppb increase in no2,0,0,0,150,231.6139,20.5,9.7,0,0.2,NA,tables a2 and a3,table 3 - column 6,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),421,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",conventional time series,hospital admissions for appendicitis - all ages,morbidity,all,1,no2,daily,179580,1 ppb increase in no2,0,0,0,17,75.11658,20.5,9.7,0.1,0,NA,tables a2 and a3,table 3 - column 7,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),422,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for asthma - all ages,morbidity,all,0,co,daily,179580,1 ppb increase in co,0,0,0,169.5,252.9753,576,368,0.194,0.047,NA,tables a2 and a3,table 4 - column 1,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),423,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for acute respiratory diagnoses - all ages,morbidity,all,0,co,daily,179580,1 ppb increase in co,0,0,0,490.5,482.838,576,368,0.396,0.125,NA,tables a2 and a3,table 4 - column 2,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),424,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all respiratory diagnoses - all ages,morbidity,all,0,co,daily,179580,1 ppb increase in co,0,0,0,691,591.14,576,368,0.515,0.165,NA,tables a2 and a3,table 4 - column 3,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),425,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all heart diagnoses - all ages,morbidity,all,0,co,daily,179580,1 ppb increase in co,0,0,0,448,453.562,576,368,0.226,0.079,NA,tables a2 and a3,table 4 - column 4,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),426,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for stroke - all ages,morbidity,all,0,co,daily,179580,1 ppb increase in co,0,0,0,86,177.9396,576,368,0.02,0.03,NA,tables a2 and a3,table 4 - column 5,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),427,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for bone fractures - all ages,morbidity,all,1,co,daily,179580,1 ppb increase in co,0,0,0,150,231.6139,576,368,-0.039,0.04,NA,tables a2 and a3,table 4 - column 6,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),428,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for appendicitis - all ages,morbidity,all,1,co,daily,179580,1 ppb increase in co,0,0,0,17,75.11658,576,368,0.002,0.011,NA,tables a2 and a3,table 4 - column 7,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),429,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for asthma - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,169.5,252.9753,20.5,9.7,12.4,4,NA,tables a2 and a3,table 4 - column 1,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),430,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for acute respiratory diagnoses - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,490.5,482.838,20.5,9.7,18.9,11,NA,tables a2 and a3,table 4 - column 2,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),431,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all respiratory diagnoses - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,691,591.14,20.5,9.7,24.2,14.2,NA,tables a2 and a3,table 4 - column 3,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),432,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all heart diagnoses - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,448,453.562,20.5,9.7,17.1,7.1,NA,tables a2 and a3,table 4 - column 4,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),433,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for stroke - all ages,morbidity,all,0,no2,daily,179580,1 ppb increase in no2,0,0,0,86,177.9396,20.5,9.7,0.7,2.2,NA,tables a2 and a3,table 4 - column 5,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),434,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for bone fractures - all ages,morbidity,all,1,no2,daily,179580,1 ppb increase in no2,0,0,0,150,231.6139,20.5,9.7,-1,3,NA,tables a2 and a3,table 4 - column 6,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),435,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for appendicitis - all ages,morbidity,all,1,no2,daily,179580,1 ppb increase in no2,0,0,0,17,75.11658,20.5,9.7,0.3,0.9,NA,tables a2 and a3,table 4 - column 7,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),436,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for asthma - ages below 5 years,morbidity,children,0,co,daily,179580,1 ppb increase in co,0,0,0,280,1232.619,576,368,0.669,0.17,NA,tables a2 and a3,table 4 - column 1,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),437,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for acute respiratory diagnoses - ages below 5 years,morbidity,children,0,co,daily,179580,1 ppb increase in co,0,0,0,1571.5,3191.384,576,368,2.166,0.796,NA,tables a2 and a3,table 4 - column 2,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),438,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all respiratory diagnoses - ages below 5 years,morbidity,children,0,co,daily,179580,1 ppb increase in co,0,0,0,1783.5,3430.067,576,368,2.493,0.98,NA,tables a2 and a3,table 4 - column 3,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),439,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all heart diagnoses - ages below 5 years,morbidity,children,0,co,daily,179580,1 ppb increase in co,0,0,0,33.5,442.602,576,368,0.075,0.057,NA,tables a2 and a3,table 4 - column 4,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),440,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for stroke - ages below 5 years,morbidity,children,0,co,daily,179580,1 ppb increase in co,0,0,0,3.5,138.8614,576,368,0.023,0.015,NA,tables a2 and a3,table 4 - column 5,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),441,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for bone fractures - ages below 5 years,morbidity,children,1,co,daily,179580,1 ppb increase in co,0,0,0,98,741.483,576,368,-0.012,0.122,NA,tables a2 and a3,table 4 - column 6,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),442,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for appendicitis - ages below 5 years,morbidity,children,1,co,daily,179580,1 ppb increase in co,0,0,0,4.5,137.6408,576,368,-0.009,0.022,NA,tables a2 and a3,table 4 - column 7,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),443,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for asthma - ages below 5 years,morbidity,children,0,no2,daily,179580,1 ppb increase in no2,0,0,0,280,1232.619,20.5,9.7,43.6,14.9,NA,tables a2 and a3,table 4 - column 1,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),444,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for acute respiratory diagnoses - ages below 5 years,morbidity,children,0,no2,daily,179580,1 ppb increase in no2,0,0,0,1571.5,3191.384,20.5,9.7,122.2,67.7,NA,tables a2 and a3,table 4 - column 2,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),445,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all respiratory diagnoses - ages below 5 years,morbidity,children,0,no2,daily,179580,1 ppb increase in no2,0,0,0,1783.5,3430.067,20.5,9.7,140.8,82.4,NA,tables a2 and a3,table 4 - column 3,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),446,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all heart diagnoses - ages below 5 years,morbidity,children,0,no2,daily,179580,1 ppb increase in no2,0,0,0,33.5,442.602,20.5,9.7,4.5,4.6,NA,tables a2 and a3,table 4 - column 4,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),447,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for stroke - ages below 5 years,morbidity,children,0,no2,daily,179580,1 ppb increase in no2,0,0,0,3.5,138.8614,20.5,9.7,2.9,1.3,NA,tables a2 and a3,table 4 - column 5,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),448,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for bone fractures - ages below 5 years,morbidity,children,1,no2,daily,179580,1 ppb increase in no2,0,0,0,98,741.483,20.5,9.7,3.7,9.3,NA,tables a2 and a3,table 4 - column 6,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),449,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for appendicitis - ages below 5 years,morbidity,children,1,no2,daily,179580,1 ppb increase in no2,0,0,0,4.5,137.6408,20.5,9.7,0.6,2,NA,tables a2 and a3,table 4 - column 7,we computed the mean average and standard deviation for the health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),450,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for asthma - age 65 years and above,morbidity,old,0,co,daily,179580,1 ppb increase in co,0,0,0,315,1068.967,576,368,0.493,0.204,NA,tables a1 and a3,table 4 - column 1,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),451,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for acute respiratory diagnoses - age 65 years and above,morbidity,old,0,co,daily,179580,1 ppb increase in co,0,0,0,964,1873.328,576,368,0.696,0.309,NA,tables a1 and a3,table 4 - column 2,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),452,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all respiratory diagnoses - age 65 years and above,morbidity,old,0,co,daily,179580,1 ppb increase in co,0,0,0,1947.5,2713.971,576,368,1.424,0.511,NA,tables a1 and a3,table 4 - column 3,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),453,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all heart diagnoses - age 65 years and above,morbidity,old,0,co,daily,179580,1 ppb increase in co,0,0,0,2803,3269.01,576,368,1.937,0.62,NA,tables a1 and a3,table 4 - column 4,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),454,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for stroke - age 65 years and above,morbidity,old,0,co,daily,179580,1 ppb increase in co,0,0,0,577,1424.584,576,368,0.198,0.249,NA,tables a1 and a3,table 4 - column 5,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),455,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for bone fractures - age 65 years and above,morbidity,old,1,co,daily,179580,1 ppb increase in co,0,0,0,340.5,1080.004,576,368,0.187,0.161,NA,tables a1 and a3,table 4 - column 6,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),456,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for appendicitis - age 65 years and above,morbidity,old,1,co,daily,179580,1 ppb increase in co,0,0,0,11.5,202.7375,576,368,0.025,0.026,NA,tables a1 and a3,table 4 - column 7,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),457,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for asthma - age 65 years and above,morbidity,old,0,no2,daily,179580,1 ppb increase in no2,0,0,0,315,1068.967,20.5,9.7,35.3,14.2,NA,tables a1 and a3,table 4 - column 1,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),458,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for acute respiratory diagnoses - age 65 years and above,morbidity,old,0,no2,daily,179580,1 ppb increase in no2,0,0,0,964,1873.328,20.5,9.7,38.9,24.6,NA,tables a1 and a3,table 4 - column 2,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),459,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all respiratory diagnoses - age 65 years and above,morbidity,old,0,no2,daily,179580,1 ppb increase in no2,0,0,0,1947.5,2713.971,20.5,9.7,75.8,41.3,NA,tables a1 and a3,table 4 - column 3,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),460,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for all heart diagnoses - age 65 years and above,morbidity,old,0,no2,daily,179580,1 ppb increase in no2,0,0,0,2803,3269.01,20.5,9.7,131.6,47.8,NA,tables a1 and a3,table 4 - column 4,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),461,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for stroke - age 65 years and above,morbidity,old,0,no2,daily,179580,1 ppb increase in no2,0,0,0,577,1424.584,20.5,9.7,3.6,16.5,NA,tables a1 and a3,table 4 - column 5,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),462,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for bone fractures - age 65 years and above,morbidity,old,1,no2,daily,179580,1 ppb increase in no2,0,0,0,340.5,1080.004,20.5,9.7,12.2,12,NA,tables a1 and a3,table 4 - column 6,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schlenker et al. (2016),463,https://academic.oup.com/restud/article-abstract/83/2/768/2461206?redirectedFrom=fulltext,ReStud,2016,economics,"california, usa",instrumental variable,hospital admissions for appendicitis - age 65 years and above,morbidity,old,1,no2,daily,179580,1 ppb increase in no2,0,0,0,11.5,202.7375,20.5,9.7,-0.8,1.6,NA,tables a1 and a3,table 4 - column 7,we compute the average and the standard deviation of taxi time using the airpports data found in table a1. we also did the same procedure for summary statistics on health outcomes by using inpatient and outpatient figures found in table a3.,0
schwartz et al. (2015),464,https://academic.oup.com/aje/article/182/7/644/107376,Environmental Health Perspectives,2015,epidemiology,"boston, usa",instrumental variable,non-accidental mortality,mortality,all,0,pm2.5,daily,2191,1 µg/m³ increase in pm2.5,0,0,0,53,8.9,8.3,3.78,0.53,0.2244898,NA,table 1,in text,NA,0
schwartz et al. (2015),465,https://academic.oup.com/aje/article/182/7/644/107376,Environmental Health Perspectives,2015,epidemiology,"boston, usa",instrumental variable,non-accidental mortality,mortality,all,1,pm2.5 two days after the date of death,daily,2191,1 µg/m³ increase in pm2.5,0,0,0,53,8.9,8.3,3.78,0.020000070000000002,0.2295918,NA,table 1,in text,we had to compute the standard error of the point estimate using the width of the confidence interval.,0
schwartz et al. (2017),466,https://ehp.niehs.nih.gov/doi/10.1289/EHP232?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,Environmental Health Perspectives,2017,epidemiology,"boston, usa",instrumental variable,non-accidental mortality,mortality,all,0,pm2.5,daily,3652,1 µg/m³ increase in pm2.5,0,0,0,55.8,9.5,9.8,5.8,0.1424051,0.05328081,NA,table 1,in text,we computed the figures for one unit increase in the pollutant as it was expressed in iqr increase.,0
schwartz et al. (2017),467,https://ehp.niehs.nih.gov/doi/10.1289/EHP232?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,Environmental Health Perspectives,2017,epidemiology,"boston, usa",instrumental variable,non-accidental mortality,mortality,all,0,black carbon,daily,3652,1 µg/m³ increase in black carbon,0,0,0,55.8,9.5,0.7,0.41,1.8,0.8469388,NA,table 1,in text,we computed the figures for one unit increase in the pollutant as it was expressed in iqr increase.,0
schwartz et al. (2017),468,https://ehp.niehs.nih.gov/doi/10.1289/EHP232?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,Environmental Health Perspectives,2017,epidemiology,"boston, usa",instrumental variable,non-accidental mortality,mortality,all,0,no2,daily,3652,1 ppb increase in no2,0,0,0,55.8,9.5,18.4,6.4,0.07380952,0.06195336,NA,table 2,in text,we computed the figures for one unit increase in the pollutant as it was expressed in iqr increase.,0
schwartz et al. (2018),469,https://ehp.niehs.nih.gov/doi/10.1289/ehp2732,Environmental Health Perspectives,2018,epidemiology,"135 cities, usa",conventional time series,non-accidental mortality,mortality,all,0,pm2.5,daily,591570,1 µg/m³ increase in pm2.5,0,0,0,22.8,14,12.8,6.38,0.01368,0.002908163,NA,table 1,table 2,NA,0
schwartz et al. (2018),470,https://ehp.niehs.nih.gov/doi/10.1289/ehp2732,Environmental Health Perspectives,2018,epidemiology,"135 cities, usa",instrumental variable,non-accidental mortality,mortality,all,0,pm2.5,daily,591570,1 µg/m³ increase in pm2.5,0,0,0,22.8,14,12.8,6.38,0.0342,0.0059,NA,table1,table 2,NA,0
sheldon et al. (2017),471,"https://www.aeaweb.org/articles?id=10.1257/aer.p20171134#:~:text=We%20find%20that%20a%20one,illnesses%20examined%20in%20this%20paper.",AER,2017,economics,singapore,reduced-form,acute conjunctivitis,morbidity,all,0,indonesian fire radiative power,weekly,343,1 sd increase in frp,0,1,0,96.5,17,7190,17521.2,0.73,0.198,NA,table 2,table 5 - column 2,stats retrieve from transboundary pollution in southeast asia: welfare,1
sheldon et al. (2017),472,"https://www.aeaweb.org/articles?id=10.1257/aer.p20171134#:~:text=We%20find%20that%20a%20one,illnesses%20examined%20in%20this%20paper.",AER,2017,economics,singapore,reduced-form,acute upper respiratory tract infections,morbidity,all,0,indonesian fire radiative power,weekly,343,1 sd increase in frp,0,1,0,2711.7,368.9,7190,17521.2,0.668,0.222,NA,table 2,table 5- column 1,stats retrieve from transboundary pollution in southeast asia: welfare,1
sheldon et al. (2017),473,"https://www.aeaweb.org/articles?id=10.1257/aer.p20171134#:~:text=We%20find%20that%20a%20one,illnesses%20examined%20in%20this%20paper.",AER,2017,economics,singapore,instrumental variable,acute upper respiratory tract infections,morbidity,all,0,pollutant index,weekly,343,1 sd increase in psi,0,1,0,2711.7,368.9,39.3,20.8,0.351,0.0873,NA,table 2,table 4 - column 1,stats retrieve from transboundary pollution in southeast asia: welfare,1
sheldon et al. (2017),474,"https://www.aeaweb.org/articles?id=10.1257/aer.p20171134#:~:text=We%20find%20that%20a%20one,illnesses%20examined%20in%20this%20paper.",AER,2017,economics,singapore,instrumental variable,acute conjunctivitis,morbidity,all,0,pollutant index,weekly,343,1 sd increase in psi,0,1,0,96.5,17,39.3,20.8,0.29,0.0665,NA,table 2,table 4 - column 2,stats retrieve from transboundary pollution in southeast asia: welfare,1
sheldon et al. (2017),475,"https://www.aeaweb.org/articles?id=10.1257/aer.p20171134#:~:text=We%20find%20that%20a%20one,illnesses%20examined%20in%20this%20paper.",AER,2017,economics,singapore,instrumental variable,chickenpox,morbidity,all,1,indonesian fire radiative power,weekly,220,1 sd increase in psi,0,1,0,NA,NA,39.3,20.8,0.0781,0.11,NA,table 2,table 4 - column 5,stats retrieve from transboundary pollution in southeast asia: welfare,1
